CNTRYID,CNT,CNTSCHID,CYC,NatCen,Region,STRATUM,SUBNATIO,OECD,ADMINMODE,LANGTEST,SC001Q01TA,SC013Q01TA,SC016Q01TA,SC016Q02TA,SC016Q03TA,SC016Q04TA,SC017Q01NA,SC017Q02NA,SC017Q03NA,SC017Q04NA,SC017Q05NA,SC017Q06NA,SC017Q07NA,SC017Q08NA,SC161Q01SA,SC161Q02SA,SC161Q03SA,SC161Q04SA,SC161Q05SA,SC162Q01SA,SC155Q01HA,SC155Q02HA,SC155Q03HA,SC155Q04HA,SC155Q05HA,SC155Q06HA,SC155Q07HA,SC155Q08HA,SC155Q09HA,SC155Q10HA,SC155Q11HA,SC156Q01HA,SC156Q02HA,SC156Q03HA,SC156Q04HA,SC156Q05HA,SC156Q06HA,SC156Q07HA,SC156Q08HA,SC011Q01TA,SC012Q01TA,SC012Q02TA,SC012Q03TA,SC012Q04TA,SC012Q05TA,SC012Q06TA,SC012Q07TA,SC042Q01TA,SC042Q02TA,SC154Q01HA,SC154Q02WA,SC154Q03WA,SC154Q04WA,SC154Q05WA,SC154Q06WA,SC154Q07WA,SC154Q08WA,SC154Q09HA,SC154Q10WA,SC154Q11HA,SC036Q01TA,SC036Q02TA,SC036Q03NA,SC037Q01TA,SC037Q02TA,SC037Q03TA,SC037Q04TA,SC037Q05NA,SC037Q06NA,SC037Q07TA,SC037Q08TA,SC037Q09TA,SC037Q10NA,SC165Q01HA,SC165Q02HA,SC165Q03HA,SC165Q04HA,SC165Q05HA,SC165Q06HA,SC165Q07HA,SC165Q08HA,SC165Q09HA,SC165Q10HA,SC166Q02HA,SC166Q03HA,SC166Q05HA,SC166Q06HA,SC167Q01HA,SC167Q02HA,SC167Q03HA,SC167Q04HA,SC167Q05HA,SC167Q06HA,SC158Q01HA,SC158Q02HA,SC158Q04HA,SC158Q07HA,SC158Q08HA,SC158Q09HA,SC158Q12HA,SC061Q01TA,SC061Q02TA,SC061Q03TA,SC061Q04TA,SC061Q05TA,SC061Q11HA,SC061Q06TA,SC061Q07TA,SC061Q08TA,SC061Q09TA,SC061Q10TA,SC002Q01TA,SC002Q02TA,SC048Q01NA,SC048Q02NA,SC048Q03NA,SC004Q01TA,SC004Q02TA,SC004Q03TA,SC004Q04NA,SC004Q05NA,SC004Q06NA,SC004Q07NA,SC018Q01TA01,SC018Q01TA02,SC018Q02TA01,SC018Q02TA02,SC018Q05NA01,SC018Q05NA02,SC018Q06NA01,SC018Q06NA02,SC018Q07NA01,SC018Q07NA02,SC025Q01NA,SC159Q01HA,SC003Q01TA,SC053Q01TA,SC053Q02TA,SC053Q03TA,SC053Q04TA,SC053Q12IA,SC053Q13IA,SC053Q09TA,SC053Q10TA,SC053Q14IA,SC053Q15IA,SC053Q16IA,SC053D11TA,SC150Q01IA,SC150Q02IA,SC150Q03IA,SC150Q04IA,SC150Q05IA,SC164Q01HA,SC064Q01TA,SC064Q02TA,SC064Q03TA,SC064Q04NA,SC152Q01HA,SC160Q01WA,SC052Q01NA,SC052Q02NA,SC052Q03HA,PRIVATESCH,SCHLTYPE,STRATIO,SCHSIZE,RATCMP1,RATCMP2,TOTAT,PROATCE,PROAT5AB,PROAT5AM,PROAT6,CLSIZE,CREACTIV,EDUSHORT,STAFFSHORT,STUBEHA,TEACHBEHA,SCMCEG,W_SCHGRNRABWT,W_FSTUWT_SCH_SUM,SENWT,VER_DAT,M,BOOKID
124.0,b'CAN',12400551.0,b'07MS',b'012400',12403.0,b'CAN0324',b'1240000',1.0,2.0,313.0,3.0,1.0,100.0,,,,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,,,17.0,39.0,48.0,220.0,100.0,100.0,60.0,5.0,45.0,60.0,,,,,,,,,,,43.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,b'0124002',1.0,2.0,2.0,2.0,2.0,5.0,35.0,41.0,8.0,8.0,2.0,,1.0,2.0,2.0,b'public',3.0,,,0.4545,1.0,,1.0,1.0,0.3846,0.0385,,3.0,-0.6884,0.8371,1.529,0.6015,0.287,1.09329,194.45462,1.5526,b'  20MAY19:15:30:56',,
124.0,b'CAN',12400552.0,b'07MS',b'012400',12404.0,b'CAN0434',b'1240000',1.0,2.0,313.0,1.0,1.0,100.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,,60.0,13.0,40.0,,75.0,75.0,30.0,22.0,25.0,30.0,,,,,,,,,,,100.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,b'0124002',1.0,2.0,2.0,2.0,2.0,10.0,,,,,2.0,,1.0,1.0,1.0,b'public',3.0,,,,1.0,,,,,,,3.0,-1.4212,-1.4551,1.6292,0.2266,-1.0542,1.00931,71.63085,1.43334,b'  20MAY19:15:30:56',,
124.0,b'CAN',12400553.0,b'07MS',b'012400',12408.0,b'CAN0874',b'1240000',1.0,2.0,313.0,4.0,1.0,98.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,4.0,7.0,5.0,158.0,138.0,138.0,60.0,40.0,45.0,185.0,,,,,,,,,,,90.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,b'0124002',1.0,2.0,2.0,2.0,2.0,2.0,70.0,15.0,5.0,4.0,2.0,,1.0,1.0,1.0,b'public',3.0,,,0.8734,1.0,,1.0,1.0,0.0698,0.0,,3.0,-1.4212,-1.4551,-0.0384,0.2266,0.9042,1.0,149.14571,1.42012,b'  20MAY19:15:30:56',,
124.0,b'CAN',12400554.0,b'07MS',b'012400',12405.0,b'CAN0544',b'1240000',1.0,2.0,313.0,3.0,1.0,99.0,1.0,0.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,,11.0,21.0,35.0,100.0,100.0,100.0,100.0,50.0,50.0,75.0,,,,,,,,,,,100.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,b'0124002',1.0,2.0,2.0,2.0,2.0,13.0,60.0,50.0,20.0,20.0,2.0,,1.0,1.0,1.0,b'public',3.0,,,1.0,1.0,,1.0,1.0,0.2857,0.0286,,3.0,0.1,0.43,0.1795,0.2266,0.9042,1.44661,109.35837,2.05437,b'  20MAY19:15:30:56',,
124.0,b'CAN',12400555.0,b'07MS',b'012400',12405.0,b'CAN0544',b'1240000',1.0,2.0,313.0,5.0,2.0,30.0,70.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,20.0,27.0,2.0,35.0,50.0,50.0,35.0,15.0,0.0,50.0,,,,,,,,,,,92.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,b'0124002',1.0,1.0,2.0,2.0,1.0,,81.0,29.0,14.0,12.0,1.0,2.0,1.0,1.0,1.0,b'private',1.0,,,1.4286,1.0,,,,0.1887,0.0,,3.0,-1.4212,-1.4551,-3.3785,-0.7733,0.9042,1.63345,69.5602,2.31969,b'  20MAY19:15:30:56',,
124.0,b'CAN',12400556.0,b'07MS',b'012400',12408.0,b'CAN0871',b'1240000',1.0,2.0,313.0,1.0,1.0,90.0,0.0,0.0,10.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,,3.0,1.0,3.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,,,7.0,28.0,41.0,0.0,50.0,50.0,40.0,5.0,1.0,16.0,,,,,,,,,,,90.0,2.0,,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,b'0124002',2.0,2.0,2.0,2.0,2.0,,4.0,60.0,4.0,5.0,2.0,,1.0,1.0,1.0,b'public',3.0,,,,,,1.0,1.0,0.125,0.0,,2.0,-0.4907,-0.0719,-0.8909,-0.7833,0.9042,18.77778,20.86539,26.66674,b'  20MAY19:15:30:56',,
124.0,b'CAN',12400557.0,b'07MS',b'012400',12405.0,b'CAN0544',b'1240000',1.0,2.0,313.0,5.0,1.0,75.0,25.0,0.0,,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,10.0,20.0,10.0,199.0,160.0,160.0,50.0,59.0,65.0,100.0,,,,,,,,,,,100.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,b'0124002',2.0,2.0,2.0,2.0,1.0,14.0,30.0,20.0,5.0,10.0,2.0,,1.0,1.0,1.0,b'public',3.0,,,0.804,1.0,,1.0,1.0,0.1695,0.0,,1.0,-1.4212,1.0607,-0.0384,-0.1274,-2.436,1.44661,300.14397,2.05437,b'  20MAY19:15:30:56',,
124.0,b'CAN',12400558.0,b'07MS',b'012400',12410.0,b'CAN1096',b'1240000',1.0,2.0,493.0,2.0,1.0,100.0,,,,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,,85.0,15.0,3.0,11.0,11.0,11.0,11.0,0.0,3.0,3.0,,,,,,,,,,,,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,b'0124002',2.0,2.0,1.0,1.0,2.0,,30.0,14.0,,,2.0,,1.0,1.0,1.0,b'public',3.0,,,1.0,1.0,,1.0,1.0,0.0,0.0,,3.0,-0.6344,0.2748,-2.0893,-0.5079,0.9042,1.03109,11.11548,1.46427,b'  20MAY19:15:30:56',,
124.0,b'CAN',12400559.0,b'07MS',b'012400',12409.0,b'CAN0983',b'1240000',1.0,2.0,313.0,2.0,1.0,100.0,,,,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,,,,28.0,40.0,39.0,39.0,39.0,39.0,40.0,42.0,75.0,,,,,,,,,,,30.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,b'0124002',1.0,2.0,2.0,2.0,2.0,10.0,50.0,70.0,5.0,40.0,2.0,,1.0,1.0,1.0,b'public',3.0,,,1.0,1.0,,1.0,0.8571,0.1429,0.0,,1.0,0.4292,1.5435,2.0762,0.2266,0.9042,16.07723,546.42818,22.83162,b'  20MAY19:15:30:56',,
124.0,b'CAN',12400560.0,b'07MS',b'012400',12409.0,b'CAN0984',b'1240000',1.0,2.0,313.0,3.0,1.0,98.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,20.0,10.0,27.0,320.0,300.0,300.0,270.0,55.0,55.0,70.0,,,,,,,,,,,100.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,b'0124002',1.0,1.0,2.0,2.0,1.0,10.0,5.0,10.0,1.0,10.0,2.0,,1.0,1.0,1.0,b'public',3.0,,,0.9375,1.0,,1.0,1.0,0.2741,0.0,,3.0,-1.4212,-1.4551,-0.0384,0.2266,0.9042,2.48942,749.60738,3.53528,b'  20MAY19:15:30:56',,
124.0,b'CAN',12400561.0,b'07MS',b'012400',12406.0,b'CAN0654',b'1240000',1.0,2.0,313.0,1.0,2.0,0.0,100.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,3.0,3.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,3.0,4.0,3.0,3.0,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,40.0,15.0,,26.0,15.0,15.0,0.0,12.0,4.0,17.0,,,,,,,,,,,100.0,,,1.0,2.0,1.0,1.0,,,,1.0,,,,b'9999999',1.0,,,,1.0,,100.0,100.0,,,1.0,4.0,1.0,1.0,2.0,b'private',1.0,,,0.5769,1.0,,,,,,,1.0,-1.4212,-1.4551,,,-0.4859,22.95363,406.77312,32.59695,b'  20MAY19:15:30:56',,
124.0,b'CAN',12400562.0,b'07MS',b'012400',12410.0,b'CAN1094',b'1240000',1.0,2.0,313.0,3.0,1.0,100.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,,,33.0,10.0,9.0,242.0,200.0,200.0,100.0,0.0,35.0,100.0,,,,,,,,,,,100.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,b'0124002',1.0,2.0,2.0,2.0,1.0,5.0,8.0,40.0,2.0,1.0,2.0,,1.0,1.0,1.0,b'public',3.0,,,0.8264,1.0,,1.0,1.0,0.4118,0.0,,3.0,0.0969,0.4427,-0.0384,0.6101,0.287,2.8026,555.16861,3.98003,b'  20MAY19:15:30:56',,
124.0,b'CAN',12400563.0,b'07MS',b'012400',12406.0,b'CAN0654',b'1240000',1.0,2.0,313.0,4.0,1.0,100.0,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,,31.0,9.0,36.0,465.0,185.0,185.0,50.0,40.0,60.0,80.0,,,,,,,,,,,87.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,b'0124001',1.0,2.0,1.0,2.0,1.0,5.0,73.0,68.0,44.0,1.0,1.0,2.0,1.0,1.0,1.0,b'public',3.0,,,0.3978,1.0,,1.0,0.8016,0.1905,0.0079,,3.0,0.2681,0.2633,1.3545,0.2266,0.9042,3.22085,1373.12859,4.574,b'  20MAY19:15:30:56',,
124.0,b'CAN',12400564.0,b'07MS',b'012400',12410.0,b'CAN1094',b'1240000',1.0,2.0,313.0,3.0,1.0,99.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,,,7.0,16.0,45.0,312.0,300.0,300.0,150.0,50.0,50.0,80.0,,,,,,,,,,,100.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,b'0124002',1.0,2.0,2.0,2.0,1.0,10.0,44.0,62.0,4.0,9.0,1.0,3.0,1.0,1.0,1.0,b'public',3.0,,,0.9615,1.0,,1.0,1.0,0.4167,0.0,,3.0,0.1,-1.4551,0.8153,0.2266,0.9042,2.32434,627.44947,3.30084,b'  20MAY19:15:30:56',,
124.0,b'CAN',12400565.0,b'07MS',b'012400',12405.0,b'CAN0547',b'1240000',1.0,2.0,493.0,3.0,1.0,79.0,20.0,1.0,,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,,,16.0,21.0,43.0,194.0,187.0,187.0,153.0,50.0,50.0,31.0,,,,,,,,,,,62.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,b'0124002',2.0,1.0,1.0,2.0,2.0,15.0,33.0,41.0,1.0,1.0,2.0,,1.0,1.0,1.0,b'public',3.0,,,0.9639,1.0,,,,0.0,0.0,,0.0,0.1,0.592,1.0258,0.9355,-1.0542,3.59587,569.99991,5.10658,b'  20MAY19:15:30:56',,
124.0,b'CAN',12400566.0,b'07MS',b'012400',12407.0,b'CAN0764',b'1240000',1.0,2.0,313.0,4.0,1.0,99.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,3.0,3.0,5.0,190.0,150.0,150.0,50.0,10.0,50.0,50.0,,,,,,,,,,,100.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,b'0124002',2.0,2.0,2.0,2.0,2.0,1.0,20.0,30.0,1.0,1.0,2.0,,1.0,1.0,1.0,b'public',3.0,,,0.7895,1.0,,0.0172,0.9483,0.069,0.0,,3.0,-0.2805,0.0055,0.6482,0.2266,-0.1764,1.0,169.84527,1.42012,b'  20MAY19:15:30:56',,
